Nama_Lokasi_Kecamatan,Nama_Lokasi_,Hari,Tanggal,Total_Positif_PMK,Total_Suspek_Hari_Ini,Total_Suspect_PMK,Total_Sembuh_PMK,Total_Sembuh_Hari_Ini,Total_Mati_PMK
Ngawen,Mayungan,Sabtu,23 Juli 2022,,,16,,,
Ngawen,Manjungan,Sabtu,23 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Sabtu,23 Juli 2022,,,1,,,
Kemalang,keputran,Sabtu,23 Juli 2022,,,8,,,
Kemalang,Kemalang,Sabtu,23 Juli 2022,,,11,,,
Kemalang,Sidorejo,Sabtu,23 Juli 2022,,,4,,,
Kemalang,Kendalsari,Sabtu,23 Juli 2022,,,10,,,
Kemalang,Bawukan,Sabtu,23 Juli 2022,,,7,,,
Kemalang,Bumiharjo,Sabtu,23 Juli 2022,,,32,,,
Kemalang,Dompol,Sabtu,23 Juli 2022,,,8,,,
Karangnongko,Kadilaju,Sabtu,23 Juli 2022,,,7,,,
Karangnongko,Jiwan,Sabtu,23 Juli 2022,,,17,,,
Karangnongko,Kanoman,Sabtu,23 Juli 2022,,,2,,,
Karanganom,Jungkare,Sabtu,23 Juli 2022,,,9,,,
Karanganom,Jambeyan,Sabtu,23 Juli 2022,,,1,,,
Karanganom,Beku,Sabtu,23 Juli 2022,,,2,,,
Karanganom,Blanceran,Sabtu,23 Juli 2022,,,3,,,
Karanganom,Brangkal,Sabtu,23 Juli 2022,,,2,,,
Karanganom,Jurangjero,Sabtu,23 Juli 2022,,,1,,,
Klaten Tengah,Buntalan,Sabtu,23 Juli 2022,,,7,,,
Cawas,Tugu,Sabtu,23 Juli 2022,,,1,,1,
Cawas,Burikan,Sabtu,23 Juli 2022,,,1,,,
Kalikotes,JIMBUNG,Sabtu,23 Juli 2022,,,4,,,
Jatinom,Kayumas .,Minggu,24 Juli 2022,,,32,,,
Jatinom,Bengking .,Minggu,24 Juli 2022,,,51,,,
Jatinom,Beteng .,Minggu,24 Juli 2022,,,14,,,
Jatinom,Glagah,Minggu,24 Juli 2022,,,66,,,
Jatinom,Tibayan,Minggu,24 Juli 2022,,,22,,,
Jatinom,Bandungan,Minggu,24 Juli 2022,,,54,,,
Jatinom,Temuireng,Minggu,24 Juli 2022,,,1,,,
Jatinom,Cawan,Minggu,24 Juli 2022,,,57,,,
Jatinom,Randulanang,Minggu,24 Juli 2022,,,29,,,
Jatinom,Puluhan,Minggu,24 Juli 2022,,,3,,,
Jatinom,Krajan,Minggu,24 Juli 2022,,,5,,,
Jatinom,Gedaren,Minggu,24 Juli 2022,,,9,,,
Jatinom,Pandeyan,Minggu,24 Juli 2022,,,2,,,
Jatinom,Socokangsi,Minggu,24 Juli 2022,,,260,,,
Jatinom,Puluhan,Minggu,24 Juli 2022,,,9,,,
Jatinom,Jemawan,Minggu,24 Juli 2022,,,21,,,
Jatinom,Mranggen,Minggu,24 Juli 2022,,,37,,,
Tulung,Tulung .,Minggu,24 Juli 2022,,,97,,,
Tulung,Kiringan,Minggu,24 Juli 2022,,,81,,,
Tulung,Sudimoro,Minggu,24 Juli 2022,,,14,,,
Tulung,Bono,Minggu,24 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Minggu,24 Juli 2022,,,4,,,
Tulung,Majegan,Minggu,24 Juli 2022,,,30,,,
Tulung,Dalangan,Minggu,24 Juli 2022,,,4,,,
Tulung,Sorogaten,Minggu,24 Juli 2022,,,5,,,
Tulung,Daleman,Minggu,24 Juli 2022,,,10,,,
Tulung,Pomah,Minggu,24 Juli 2022,,,3,,,
Tulung,Sedayu,Minggu,24 Juli 2022,,,14,,,
Tulung,Pucang Miliran,Minggu,24 Juli 2022,,,6,,,
Tulung,Mundu,Minggu,24 Juli 2022,,,7,,,
Tulung,Kemiri,Minggu,24 Juli 2022,,,9,,,
Prambanan,Sengon,Minggu,24 Juli 2022,,,7,,,
Prambanan,Randusari,Minggu,24 Juli 2022,,3,10,,,
Prambanan,Brajan,Minggu,24 Juli 2022,,,6,,,
Prambanan,Kebondalem lor,Minggu,24 Juli 2022,,,8,,2,
Prambanan,Geneng,Minggu,24 Juli 2022,,,1,,,
Prambanan,Cucukan,Minggu,24 Juli 2022,,,1,,,
Prambanan,Kokosan,Minggu,24 Juli 2022,,,3,,,
Prambanan,Joho,Minggu,24 Juli 2022,,3,16,,,
Prambanan,Kemudo,Minggu,24 Juli 2022,,1,12,,2,
Bayat,Jambakan,Minggu,24 Juli 2022,,,2,,,
Bayat,Ngerangan,Minggu,24 Juli 2022,,,1,,,
Bayat,Talang,Minggu,24 Juli 2022,,,5,,,
Jogonalan,Tambakan,Minggu,24 Juli 2022,,,2,,,
Jogonalan,Rejoso,Minggu,24 Juli 2022,,,17,,,
Jogonalan,Wonoboyo,Minggu,24 Juli 2022,,,26,,,
Jogonalan,Somopuro,Minggu,24 Juli 2022,,,17,,,
Jogonalan,Granting,Minggu,24 Juli 2022,,,13,,,
Jogonalan,Dompyongan,Minggu,24 Juli 2022,,3,34,,,
Wedi,Kalitengah,Minggu,24 Juli 2022,,,4,,,
Wedi,Kadibolo,Minggu,24 Juli 2022,,,4,,,
Wedi,Melikan,Minggu,24 Juli 2022,,,2,,,
Wedi,Kaligayam,Minggu,24 Juli 2022,,,8,,,
Trucuk,Kalikebo,Minggu,24 Juli 2022,,,4,,,
Trucuk,Karangpakel,Minggu,24 Juli 2022,,,1,,,
Trucuk,Mandong,Minggu,24 Juli 2022,,,3,,,
Gantiwarno,Karangturi,Minggu,24 Juli 2022,,,2,,,
Gantiwarno,Baturan,Minggu,24 Juli 2022,,,4,,,
Gantiwarno, Jogoprayan,Minggu,24 Juli 2022,,,1,,,
Gantiwarno,Kragilan,Minggu,24 Juli 2022,,,10,,,
Manisrenggo,Tijayan,Minggu,24 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Minggu,24 Juli 2022,,,1,,,
Manisrenggo,Tanjungsari,Minggu,24 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Minggu,24 Juli 2022,,,1,,,
Manisrenggo,Kranggan,Minggu,24 Juli 2022,,,2,,,
Manisrenggo,Kepurun,Minggu,24 Juli 2022,,,5,,,
Manisrenggo,Ngemplak Seneng,Minggu,24 Juli 2022,,,5,,,
Manisrenggo,Nangsri,Minggu,24 Juli 2022,,,9,,,
Manisrenggo,Barukan,Minggu,24 Juli 2022,,,2,,,
Ngawen,Tempursari,Minggu,24 Juli 2022,,,15,,,
Ngawen,Drono,Minggu,24 Juli 2022,,,2,,,
Ngawen,Ngawen,Minggu,24 Juli 2022,,,2,,,
Ngawen,Mayungan,Minggu,24 Juli 2022,,,16,,,
Ngawen,Manjungan,Minggu,24 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Minggu,24 Juli 2022,,,1,,,
Kemalang,keputran,Minggu,24 Juli 2022,,,8,,,
Kemalang,Kemalang,Minggu,24 Juli 2022,,,11,,,
Kemalang,Sidorejo,Minggu,24 Juli 2022,,,4,,,
Kemalang,Kendalsari,Minggu,24 Juli 2022,,,10,,,
Kemalang,Bawukan,Minggu,24 Juli 2022,,,7,,,
Kemalang,Bumiharjo,Minggu,24 Juli 2022,,,32,,,
Kemalang,Dompol,Minggu,24 Juli 2022,,,8,,,
Karangnongko,Kadilaju,Minggu,24 Juli 2022,,6,7,,,
Karangnongko,Jiwan,Minggu,24 Juli 2022,,,17,,,
Karangnongko,Kanoman,Minggu,24 Juli 2022,,,2,,,
Karanganom,Jungkare,Minggu,24 Juli 2022,,,9,,,
Karanganom,Jambeyan,Minggu,24 Juli 2022,,,1,,,
Karanganom,Beku,Minggu,24 Juli 2022,,,2,,,
Karanganom,Blanceran,Minggu,24 Juli 2022,,,3,,,
Karanganom,Brangkal,Minggu,24 Juli 2022,,,2,,,
Karanganom,Jurangjero,Minggu,24 Juli 2022,,,1,,,
Klaten Tengah,Buntalan,Minggu,24 Juli 2022,,,7,,,
Cawas,Burikan,Minggu,24 Juli 2022,,,1,,,
Kalikotes,JIMBUNG,Minggu,24 Juli 2022,,,4,,,
Jatinom,Kayumas .,Senin,25 Juli 2022,,,32,,,
Jatinom,Bengking .,Senin,25 Juli 2022,,,51,,,
Jatinom,Beteng .,Senin,25 Juli 2022,,,14,,,
Jatinom,Glagah,Senin,25 Juli 2022,,,66,,,
Jatinom,Tibayan,Senin,25 Juli 2022,,,22,,,
Jatinom,Bandungan,Senin,25 Juli 2022,,,54,,,
Jatinom,Temuireng,Senin,25 Juli 2022,,,1,,,
Jatinom,Cawan,Senin,25 Juli 2022,,,57,,,
Jatinom,Randulanang,Senin,25 Juli 2022,,,29,,,
Jatinom,Puluhan,Senin,25 Juli 2022,,,3,,,
Jatinom,Krajan,Senin,25 Juli 2022,,,5,,,
Jatinom,Gedaren,Senin,25 Juli 2022,,,9,,,
Jatinom,Pandeyan,Senin,25 Juli 2022,,,2,,,
Jatinom,Socokangsi,Senin,25 Juli 2022,,,260,,,
Jatinom,Puluhan,Senin,25 Juli 2022,,,9,,,
Jatinom,Jemawan,Senin,25 Juli 2022,,,21,,,
Jatinom,Mranggen,Senin,25 Juli 2022,,,37,,,
Tulung,Tulung .,Senin,25 Juli 2022,,,97,,,
Tulung,Kiringan,Senin,25 Juli 2022,,,81,,,
Tulung,Sudimoro,Senin,25 Juli 2022,,,14,,,
Tulung,Bono,Senin,25 Juli 2022,,,6,,,
Tulung,Gedongjetis .,Senin,25 Juli 2022,,,4,,,
Tulung,Majegan,Senin,25 Juli 2022,,,30,,,
Tulung,Dalangan,Senin,25 Juli 2022,,,4,,,
Tulung,Sorogaten,Senin,25 Juli 2022,,,5,,,
Tulung,Daleman,Senin,25 Juli 2022,,,10,,,
Tulung,Pomah,Senin,25 Juli 2022,,,3,,,
Tulung,Sedayu,Senin,25 Juli 2022,,,14,,,
Tulung,Pucang Miliran,Senin,25 Juli 2022,,,6,,,
Tulung,Mundu,Senin,25 Juli 2022,,,7,,,
Tulung,Kemiri,Senin,25 Juli 2022,,,9,,,
Prambanan,Sengon,Senin,25 Juli 2022,,,7,,,
Prambanan,Randusari,Senin,25 Juli 2022,,,13,,,
Prambanan,Brajan,Senin,25 Juli 2022,,,6,,,
Prambanan,Kebondalem lor,Senin,25 Juli 2022,,,6,,,
Prambanan,Geneng,Senin,25 Juli 2022,,,1,,,
Prambanan,Cucukan,Senin,25 Juli 2022,,,1,,,
Prambanan,Kokosan,Senin,25 Juli 2022,,,3,,,
Prambanan,Joho,Senin,25 Juli 2022,,,19,,,
Prambanan,Kemudo,Senin,25 Juli 2022,,,11,,,
Bayat,Jambakan,Senin,25 Juli 2022,,,2,,,
Bayat,Ngerangan,Senin,25 Juli 2022,,,1,,,
Bayat,Talang,Senin,25 Juli 2022,,,5,,,
Jogonalan,Tambakan,Senin,25 Juli 2022,,,2,,,
Jogonalan,Rejoso,Senin,25 Juli 2022,,,17,,,
Jogonalan,Wonoboyo,Senin,25 Juli 2022,,,26,,,
Jogonalan,Somopuro,Senin,25 Juli 2022,,,17,,,
Jogonalan,Granting,Senin,25 Juli 2022,,,13,,10,
Jogonalan,Dompyongan,Senin,25 Juli 2022,,,37,,,
Wedi,Kalitengah,Senin,25 Juli 2022,,,4,,4,
Wedi,Kadibolo,Senin,25 Juli 2022,,,4,,,
Wedi,Melikan,Senin,25 Juli 2022,,,2,,2,
Wedi,Kaligayam,Senin,25 Juli 2022,,,8,,2,
Trucuk,Kalikebo,Senin,25 Juli 2022,,,4,,,
Trucuk,Karangpakel,Senin,25 Juli 2022,,,1,,,
Trucuk,Mandong,Senin,25 Juli 2022,,,3,,,
Gantiwarno,Karangturi,Senin,25 Juli 2022,,,2,,,
Gantiwarno,Baturan,Senin,25 Juli 2022,,,4,,,
Gantiwarno, Jogoprayan,Senin,25 Juli 2022,,,1,,,
Gantiwarno,Kragilan,Senin,25 Juli 2022,,,10,,2,
Manisrenggo,Tijayan,Senin,25 Juli 2022,,,1,,,
Manisrenggo,Solodiran,Senin,25 Juli 2022,,,1,,,
Manisrenggo,Tanjungsari,Senin,25 Juli 2022,,,4,,,
Manisrenggo,Taskombang,Senin,25 Juli 2022,,,1,,,
Manisrenggo,Kranggan,Senin,25 Juli 2022,,,2,,,
Manisrenggo,Kepurun,Senin,25 Juli 2022,,,5,,,
Manisrenggo,Ngemplak Seneng,Senin,25 Juli 2022,,,5,,,
Manisrenggo,Nangsri,Senin,25 Juli 2022,,,9,,,
Manisrenggo,Barukan,Senin,25 Juli 2022,,,2,,,
Ngawen,Tempursari,Senin,25 Juli 2022,,,15,,,
Ngawen,Drono,Senin,25 Juli 2022,,,2,,,
Ngawen,Ngawen,Senin,25 Juli 2022,,,2,,,
Ngawen,Mayungan,Senin,25 Juli 2022,,,16,,,
Ngawen,Manjungan,Senin,25 Juli 2022,,,1,,,
Kemalang,Tegalmulyo,Senin,25 Juli 2022,,,1,,,
Kemalang,keputran,Senin,25 Juli 2022,,,8,,,
Kemalang,Kemalang,Senin,25 Juli 2022,,,11,,,
Kemalang,Sidorejo,Senin,25 Juli 2022,,,4,,,
Kemalang,Kendalsari,Senin,25 Juli 2022,,,10,,,
Kemalang,Bawukan,Senin,25 Juli 2022,,,7,,,
Kemalang,Bumiharjo,Senin,25 Juli 2022,,,32,,,
Kemalang,Dompol,Senin,25 Juli 2022,,,8,,,
Karangnongko,Kadilaju,Senin,25 Juli 2022,,,13,,,
Karangnongko,Jiwan,Senin,25 Juli 2022,,,17,,,
Karangnongko,Kanoman,Senin,25 Juli 2022,,,2,,,
Karanganom,Jungkare,Senin,25 Juli 2022,,,9,,,
Karanganom,Jambeyan,Senin,25 Juli 2022,,,1,,,
Karanganom,Beku,Senin,25 Juli 2022,,,2,,,
Karanganom,Blanceran,Senin,25 Juli 2022,,,3,,,
Karanganom,Brangkal,Senin,25 Juli 2022,,,2,,,
Karanganom,Jurangjero,Senin,25 Juli 2022,,,1,,,
Klaten Tengah,Buntalan,Senin,25 Juli 2022,,,7,,,
Cawas,Burikan,Senin,25 Juli 2022,,,1,,,
Kalikotes,JIMBUNG,Senin,25 Juli 2022,,,4,,,
